NOMBRE;ISIN;FEC_VALORACION;VALOR_LIQUIDATIVO;DIVISA
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/11/2020;17,944901;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/11/2020;18,112209;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/11/2020;18,112269;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/11/2020;18,232279;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/11/2020;18,143585;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/12/2020;18,311675;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/12/2020;18,248248;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/12/2020;18,296274;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/12/2020;18,378175;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/12/2020;18,388325;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/12/2020;18,423395;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/12/2020;18,363943;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/12/2020;18,309749;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/12/2020;18,402856;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/12/2020;18,41495;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/12/2020;18,537492;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/12/2020;18,670019;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/12/2020;18,662631;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/12/2020;18,484026;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/12/2020;18,603644;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/12/2020;18,67618;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/12/2020;18,805305;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/01/2021;18,737274;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/01/2021;18,744647;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/01/2021;18,866406;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/01/2021;19,065975;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/01/2021;19,239149;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/01/2021;19,197468;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/01/2021;19,184577;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/01/2021;19,202289;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/01/2021;19,261774;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/01/2021;19,095429;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/01/2021;19,157454;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/01/2021;19,349811;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/01/2021;19,396998;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/01/2021;19,318994;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/01/2021;19,280674;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/01/2021;19,282669;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/01/2021;18,948447;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/01/2021;18,985068;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/01/2021;18,755652;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/02/2021;18,936849;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/02/2021;19,303166;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/02/2021;19,362739;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/02/2021;19,475074;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/02/2021;19,618974;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/02/2021;19,738553;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/02/2021;19,778455;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/02/2021;19,814967;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/02/2021;19,872201;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/02/2021;19,95277;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/02/2021;20,066141;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/02/2021;19,930164;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/02/2021;19,818801;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/02/2021;19,912658;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/02/2021;19,691253;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/02/2021;19,48259;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/02/2021;19,597951;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/02/2021;19,507398;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/02/2021;19,207737;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/03/2021;19,539862;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/03/2021;19,51046;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/03/2021;19,344638;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/03/2021;19,063738;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/03/2021;18,887894;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/03/2021;19,198157;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/03/2021;19,345368;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/03/2021;19,396489;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/03/2021;19,528795;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/03/2021;19,456148;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/03/2021;19,527786;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/03/2021;19,654842;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/03/2021;19,557283;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/03/2021;19,646976;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/03/2021;19,472517;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/03/2021;19,532423;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/03/2021;19,484365;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/03/2021;19,450588;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/03/2021;19,321197;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/03/2021;19,533289;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/03/2021;19,592219;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/03/2021;19,638812;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;31/03/2021;19,687714;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/04/2021;19,804554;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/04/2021;20,064688;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/04/2021;20,024589;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/04/2021;20,105043;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/04/2021;20,159926;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/04/2021;20,179377;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/04/2021;20,234289;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/04/2021;20,285237;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/04/2021;20,358882;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/04/2021;20,447176;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/04/2021;20,376094;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/04/2021;20,116922;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/04/2021;20,252442;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/04/2021;20,380725;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/04/2021;20,369618;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/04/2021;20,429115;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/04/2021;20,40056;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/04/2021;20,415162;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/04/2021;20,400292;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/04/2021;20,351073;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/05/2021;20,435948;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/05/2021;20,195696;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/05/2021;20,409514;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/05/2021;20,373565;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/05/2021;20,60074;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/05/2021;20,625018;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/05/2021;20,076131;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/05/2021;20,06914;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/05/2021;20,320821;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/05/2021;20,2724;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/05/2021;20,325363;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/05/2021;20,008079;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/05/2021;20,311161;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/05/2021;20,389333;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/05/2021;20,452376;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/05/2021;20,480739;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/05/2021;20,527977;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/05/2021;20,608753;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;31/05/2021;20,509199;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/06/2021;20,588373;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/06/2021;20,644897;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/06/2021;20,600305;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/06/2021;20,676471;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/06/2021;20,685332;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/06/2021;20,687303;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/06/2021;20,727636;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/06/2021;20,748229;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/06/2021;20,805627;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/06/2021;20,80568;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/06/2021;20,827299;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/06/2021;20,858742;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/06/2021;20,806175;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/06/2021;20,554584;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/06/2021;20,686548;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/06/2021;20,786128;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/06/2021;20,752597;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/06/2021;20,86406;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/06/2021;20,930632;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/06/2021;20,884868;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/06/2021;20,958357;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/06/2021;20,898807;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/07/2021;20,971267;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/07/2021;21,06105;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/07/2021;21,124723;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/07/2021;20,999986;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/07/2021;21,111843;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/07/2021;20,861117;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/07/2021;21,107989;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/07/2021;21,192054;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/07/2021;21,229131;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/07/2021;21,158441;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/07/2021;21,073919;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/07/2021;21,0049;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/07/2021;20,582649;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/07/2021;20,789224;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/07/2021;20,994069;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/07/2021;21,048067;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/07/2021;21,246344;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/07/2021;21,266308;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/07/2021;21,12293;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/07/2021;21,215086;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/07/2021;21,316448;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/07/2021;21,193135;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/08/2021;21,27957;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/08/2021;21,230138;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/08/2021;21,290487;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/08/2021;21,367283;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/08/2021;21,419451;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/08/2021;21,419911;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/08/2021;21,464786;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/08/2021;21,516957;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/08/2021;21,537339;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/08/2021;21,594986;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/08/2021;21,497337;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/08/2021;21,476129;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/08/2021;21,472792;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/08/2021;21,229945;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/08/2021;21,3461;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/08/2021;21,543105;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/08/2021;21,572316;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/08/2021;21,611187;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/08/2021;21,540701;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/08/2021;21,631821;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/08/2021;21,720406;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;31/08/2021;21,697964;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/09/2021;21,731858;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/09/2021;21,804146;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/09/2021;21,779075;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/09/2021;21,894979;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/09/2021;21,759239;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/09/2021;21,668486;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/09/2021;21,68299;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/09/2021;21,584893;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/09/2021;21,563314;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/09/2021;21,527415;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/09/2021;21,471742;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/09/2021;21,494999;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/09/2021;21,408833;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/09/2021;21,03993;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/09/2021;21,150195;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/09/2021;21,287262;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/09/2021;21,493275;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/09/2021;21,420587;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/09/2021;21,455494;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/09/2021;21,087464;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/09/2021;21,151184;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/09/2021;21,066686;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/10/2021;20,935871;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/10/2021;20,77627;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/10/2021;21,075057;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/10/2021;20,814606;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/10/2021;21,2761;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/10/2021;21,215291;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/10/2021;21,272381;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/10/2021;21,079637;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/10/2021;21,403051;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/10/2021;21,592865;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/10/2021;21,585906;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/10/2021;21,710012;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/10/2021;21,794486;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/10/2021;21,728402;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/10/2021;21,788674;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/10/2021;21,876217;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/10/2021;21,999269;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/10/2021;21,884509;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/10/2021;21,91912;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/10/2021;21,961494;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/11/2021;22,1198;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/11/2021;22,122488;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/11/2021;22,272386;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/11/2021;22,398427;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/11/2021;22,381538;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/11/2021;22,297985;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/11/2021;22,320144;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/11/2021;22,27967;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/11/2021;22,366501;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/11/2021;22,431389;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/11/2021;22,503795;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/11/2021;22,429298;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/11/2021;22,392715;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/11/2021;22,388434;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/11/2021;22,465389;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/11/2021;22,235083;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/11/2021;22,291039;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/11/2021;21,725728;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/11/2021;21,890383;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/11/2021;21,621294;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/12/2021;21,849247;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/12/2021;21,576554;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/12/2021;21,507837;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/12/2021;22,177974;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/12/2021;22,113102;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/12/2021;22,076197;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/12/2021;21,997696;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/12/2021;21,839779;EUR
