NOMBRE;ISIN;FEC_VALORACION;VALOR_LIQUIDATIVO;DIVISA
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/10/2019;15,822069;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/10/2019;15,875578;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/10/2019;15,846404;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/10/2019;15,882381;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/10/2019;15,906388;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/10/2019;15,87784;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/10/2019;15,914336;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/10/2019;15,931214;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/10/2019;16,073008;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/10/2019;16,066412;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;31/10/2019;16,009651;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/11/2019;16,199929;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/11/2019;16,181284;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/11/2019;16,157505;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/11/2019;16,230588;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/11/2019;16,204556;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/11/2019;16,200792;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/11/2019;16,270096;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/11/2019;16,220768;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/11/2019;16,24263;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/11/2019;16,332043;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/11/2019;16,373221;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/11/2019;16,391334;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/11/2019;16,393569;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/11/2019;16,354207;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/11/2019;16,388162;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/11/2019;16,519998;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/11/2019;16,574297;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/11/2019;16,64489;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/11/2019;16,640445;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/12/2019;16,474636;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/12/2019;16,337962;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/12/2019;16,466574;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/12/2019;16,466688;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/12/2019;16,57871;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/12/2019;16,532347;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/12/2019;16,522458;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/12/2019;16,607985;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/12/2019;16,69855;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/12/2019;16,821495;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/12/2019;16,827665;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/12/2019;16,839009;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/12/2019;16,864405;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/12/2019;16,928522;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/12/2019;16,958195;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/12/2019;16,934645;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/01/2020;17,04081;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/01/2020;16,962416;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/01/2020;16,969932;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/01/2020;16,99454;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/01/2020;17,120924;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/01/2020;17,132622;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/01/2020;17,144596;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/01/2020;17,184375;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/01/2020;17,201046;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/01/2020;17,259524;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/01/2020;17,366836;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/01/2020;17,317876;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/01/2020;17,362658;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/01/2020;17,295655;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/01/2020;17,307266;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/01/2020;16,980893;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/01/2020;17,065768;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/01/2020;17,115768;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/01/2020;16,991056;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;31/01/2020;16,91744;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/02/2020;16,893216;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/02/2020;17,140081;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/02/2020;17,299133;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/02/2020;17,386536;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/02/2020;17,319441;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/02/2020;17,326611;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/02/2020;17,468287;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/02/2020;17,553999;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/02/2020;17,54719;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/02/2020;17,556843;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/02/2020;17,462831;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/02/2020;17,508443;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/02/2020;17,406862;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/02/2020;16,891687;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/02/2020;16,632669;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/02/2020;16,40224;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/02/2020;15,902249;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/02/2020;15,367342;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/03/2020;15,614823;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/03/2020;15,742071;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/03/2020;15,845587;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/03/2020;15,66838;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/03/2020;15,161448;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/03/2020;14,225669;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/03/2020;14,369977;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/03/2020;14,153043;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/03/2020;12,873261;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/03/2020;13,126494;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/03/2020;12,397809;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/03/2020;11,923402;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/03/2020;11,938615;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/03/2020;12,04171;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/03/2020;11,387206;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/03/2020;12,273269;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/03/2020;12,671074;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/03/2020;13,121851;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/03/2020;12,928554;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/03/2020;13,079654;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;31/03/2020;13,230916;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/04/2020;12,679018;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/04/2020;12,671812;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/04/2020;12,580827;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/04/2020;13,124347;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/04/2020;13,590639;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/04/2020;13,617546;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/04/2020;13,959437;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/04/2020;14,099449;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/04/2020;13,848715;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/04/2020;13,926785;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/04/2020;14,211044;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/04/2020;14,246793;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/04/2020;13,807608;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/04/2020;13,993313;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/04/2020;14,1663;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/04/2020;14,092166;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/04/2020;14,387602;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/04/2020;14,472959;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/04/2020;14,735189;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/04/2020;14,65449;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/05/2020;14,463055;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/05/2020;14,44229;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/05/2020;14,584999;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/05/2020;14,78656;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/05/2020;14,759334;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/05/2020;14,471893;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/05/2020;14,273967;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/05/2020;14,417526;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/05/2020;14,854435;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/05/2020;14,865596;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/05/2020;14,999693;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/05/2020;14,903592;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/05/2020;15,219175;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/05/2020;15,196394;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/05/2020;15,410116;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/05/2020;15,304584;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/06/2020;15,578806;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/06/2020;15,813202;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/06/2020;15,773771;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/06/2020;16,028948;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/06/2020;16,067986;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/06/2020;15,995589;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/06/2020;15,960612;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/06/2020;15,453786;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/06/2020;15,36901;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/06/2020;15,281766;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/06/2020;15,735063;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/06/2020;15,792391;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/06/2020;15,766584;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/06/2020;15,855104;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/06/2020;15,791288;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/06/2020;15,608495;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/06/2020;15,590795;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/06/2020;15,551482;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/06/2020;15,525019;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/06/2020;15,672776;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/07/2020;15,769452;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/07/2020;15,97645;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/07/2020;16,160839;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/07/2020;16,113736;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/07/2020;16,061996;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/07/2020;16,062861;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/07/2020;16,11885;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/07/2020;16,242262;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/07/2020;16,0246;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/07/2020;16,282777;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/07/2020;16,203249;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/07/2020;16,261477;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/07/2020;16,380384;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/07/2020;16,543467;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/07/2020;16,478438;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/07/2020;16,48981;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/07/2020;16,22443;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/07/2020;16,284257;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/07/2020;16,302435;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/07/2020;16,347815;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/07/2020;16,240694;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;31/07/2020;16,27594;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/08/2020;16,492824;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/08/2020;16,604198;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/08/2020;16,595094;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/08/2020;16,624049;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/08/2020;16,603996;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/08/2020;16,674769;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/08/2020;16,755324;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/08/2020;16,793021;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/08/2020;16,731292;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/08/2020;16,776428;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/08/2020;16,813282;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/08/2020;16,818912;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/08/2020;16,762867;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/08/2020;16,802573;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/08/2020;16,940653;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/08/2020;16,978681;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;26/08/2020;17,122139;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/08/2020;17,206338;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/08/2020;17,207332;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/09/2020;17,270239;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/09/2020;17,447957;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/09/2020;17,199275;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/09/2020;16,826947;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/09/2020;16,640023;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/09/2020;16,781107;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/09/2020;16,793254;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/09/2020;16,663402;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/09/2020;16,830746;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/09/2020;16,949482;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/09/2020;16,978219;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/09/2020;16,790303;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/09/2020;16,738625;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/09/2020;16,368314;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/09/2020;16,496361;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/09/2020;16,543265;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;24/09/2020;16,3459;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;25/09/2020;16,440678;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/09/2020;16,782817;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/09/2020;16,773249;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/09/2020;16,848409;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;01/10/2020;16,932003;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/10/2020;16,84826;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/10/2020;17,014702;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/10/2020;17,047111;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;07/10/2020;17,101544;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;08/10/2020;17,223982;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/10/2020;17,352396;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/10/2020;17,544638;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;14/10/2020;17,520893;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;15/10/2020;17,313328;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/10/2020;17,425079;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/10/2020;17,333567;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/10/2020;17,257104;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;21/10/2020;17,213437;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;22/10/2020;17,182302;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;23/10/2020;17,235413;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;27/10/2020;16,999164;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;28/10/2020;16,595504;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;29/10/2020;16,599018;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;30/10/2020;16,446178;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;02/11/2020;16,617409;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;03/11/2020;16,865735;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;04/11/2020;17,226775;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;05/11/2020;17,532009;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;06/11/2020;17,512534;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;09/11/2020;17,862319;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;10/11/2020;17,654629;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;11/11/2020;17,773986;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;12/11/2020;17,760776;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;13/11/2020;17,778315;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;16/11/2020;17,964237;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;17/11/2020;17,939371;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;18/11/2020;17,933822;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;19/11/2020;17,850502;EUR
SANTALUCIA RENTA VARIABLE INTERNACIONAL FI B;ES0112186012;20/11/2020;17,903668;EUR
